id,xmid,ymid,radius,ubulk,HtAvg
243,0.00013875,0.000240322049550182,2.5e-06,0.000100258635367454,0.0572799037082853
244,0.00013875,0.000253312430606948,2.5e-06,-6.84825542048867e-05,0.583975603660078
245,0.00016125,6.49519052838329e-06,2.5e-06,-4.60686885453655e-05,0
246,0.00016125,1.94855715851499e-05,2.5e-06,6.0342457497977e-05,0.00745104438481758
247,0.00016125,3.24759526419164e-05,2.5e-06,-1.04299749319337e-05,0
248,0.00016125,4.5466333698683e-05,2.5e-06,8.11441515569358e-05,0.0745104438481759
249,0.00016125,5.84567147554496e-05,2.5e-06,1.88591933806009e-05,0
250,0.00016125,7.14470958122162e-05,2.5e-06,6.96510236283382e-05,0.470812867065663
251,0.00016125,8.44374768689828e-05,2.5e-06,3.23086127973799e-05,0.157403312629272
252,0.00016125,9.74278579257494e-05,2.5e-06,7.87138065337442e-05,0.56721075379424
253,0.00016125,0.000110418238982516,2.5e-06,3.29754991263358e-05,0.413998653631428
254,0.00016125,0.000123408620039283,2.5e-06,8.25153860542528e-05,0.658020357234204
255,0.00016125,0.000136399001096049,2.5e-06,3.68542387958882e-05,0.572799037082854
256,0.00016125,0.000149389382152816,2.5e-06,8.83249205728752e-05,0.661280189152563
257,0.00016125,0.000162379763209582,2.5e-06,3.82429029608633e-05,0.520641726389131
258,0.00016125,0.000175370144266349,2.5e-06,0.00012476211832106,0.280811235252813
259,0.00016125,0.000188360525323115,2.5e-06,5.39727798617204e-05,0.0498288593234676
260,0.00016125,0.000201350906379882,2.5e-06,0.000201719794495664,0.0149020887696351
261,0.00016125,0.000214341287436649,2.5e-06,3.43497268966697e-05,0
262,0.00016125,0.000227331668493415,2.5e-06,0.000235149442108978,0
263,0.00016125,0.000240322049550182,2.5e-06,-1.46332143849826e-05,0.0041912124664599
264,0.00016125,0.000253312430606948,2.5e-06,0.000154107975187359,0.291056421281937
265,0.00018375,6.49519052838329e-06,2.5e-06,4.6068688545366e-05,0
266,0.00018375,1.94855715851499e-05,2.5e-06,-7.09117570820558e-06,0
267,0.00018375,3.24759526419164e-05,2.5e-06,6.36812567217095e-05,0.00698535411076648
268,0.00018375,4.5466333698683e-05,2.5e-06,1.50847867823186e-05,0
269,0.00018375,5.84567147554496e-05,2.5e-06,7.73697449586545e-05,0.0735790633000737
270,0.00018375,7.14470958122162e-05,2.5e-06,3.20746985839576e-05,0.04656902740511
271,0.00018375,8.44374768689828e-05,2.5e-06,6.94171094149143e-05,0.36836100677442
272,0.00018375,9.74278579257494e-05,2.5e-06,3.35260073491914e-05,0.457307849118181
273,0.00018375,0.000110418238982516,2.5e-06,7.92643147565979e-05,0.577921630097416
274,0.00018375,0.000123408620039283,2.5e-06,4.76771963471356e-05,0.695741269432343
